,Share Code,Share Name,Market Code,Market Name,매출액,영업이익,영업이익(발표기준),세전계속사업이익,당기순이익,  당기순이익(지배),  당기순이익(비지배),자산총계,부채총계,자본총계,  자본총계(지배),  자본총계(비지배),자본금,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,CAPEX,FCF,이자발생부채,영업이익률,순이익률,ROE(%),ROA(%),부채비율,자본유보율,EPS(원),PER(배),BPS(원),PBR(배),현금DPS(원),현금배당수익률,현금배당성향(%),발행주식수(보통주)
2019/09,138360,에이씨티 *,206,화장품,47,3,3,3,3,3,0,854,144,711,711,0,136,12,-150,-21,0,12,114,6.25,7.02,-41.04,-32.21,20.22,413.99,12,N/A,2609,1.72,0,,0.00,27268234
2019/12,138360,에이씨티 *,206,화장품,36,5,5,24,29,29,0,505,72,433,433,0,136,-5,52,-73,,-5,45,14.83,79.95,-0.17,-0.15,16.52,213.33,107,N/A,1590,2.82,0,,0.00,27268234
2020/03,138360,에이씨티 *,206,화장품,28,-10,-10,-9,20,20,0,483,59,424,424,0,136,-20,-5,-1,1,-21,44,-36.49,70.63,4.92,4.01,13.99,227.99,73,43.53,1816,2.47,0,,0.00,27268234
2020/06,138360,에이씨티 *,206,화장품,55,-18,-18,-18,-20,-20,0,469,64,405,405,0,117,-27,27,0,3,-30,44,-33.01,-37.10,5.82,4.79,15.82,240.67,-81,36.94,1737,2.58,0,,0.00,23361984
2020/09,138360,에이씨티 *,206,화장품,38,-12,-12,-13,-21,-21,0,533,61,472,472,,173,1,-58,89,0,1,44,-31.36,-55.95,1.30,1.06,12.86,169.40,-70,159.94,1364,3.28,,,0.00,34611984
2019/09,039230,에이아이비트 *,199,디스플레이장비및부품,25,-13,-13,-11,-11,-11,0,758,216,542,542,,476,-98,123,-77,0,-98,85,-51.64,-43.95,-13.22,-6.77,39.78,33.39,-39,N/A,1708,0.29,0,,0.00,31734191
2019/12,039230,에이아이비트 *,199,디스플레이장비및부품,90,16,16,-82,-77,-77,0,680,176,505,504,,522,63,-24,-23,0,63,20,17.83,-85.23,-28.34,-15.73,34.87,15.68,-223,N/A,1450,0.27,0,,,34787524
2020/03,039230,에이아이비트 *,199,디스플레이장비및부품,91,1,1,22,22,22,0,902,376,526,526,0,522,-28,49,-21,0,-28,170,0.82,23.87,-29.31,-16.05,71.46,19.84,62,N/A,1513,0.12,0,,0.00,34787524
2020/06,039230,에이아이비트 *,199,디스플레이장비및부품,59,1,1,-1,-4,-4,0,666,144,522,522,0,522,57,-13,-1,2,55,30,1.81,-7.39,-13.94,-9.47,27.56,19.01,-13,N/A,1500,0.12,0,,0.00,34787524
2020/09,039230,에이아이비트 *,199,디스플레이장비및부품,86,-11,-11,-27,-27,-27,0,653,128,525,525,0,552,1,-17,2,0,0,42,-12.66,-31.86,-16.25,-12.30,24.44,13.03,-76,N/A,1426,0.13,0,,0.00,36787524
2019/09,312610,에이에프더블류 *,221,전기제품,69,24,24,25,18,18,,779,67,711,711,,51,30,1,-3,9,21,37,34.20,26.63,,,9.46,1362.29,90,,3480,4.09,0,,0.00,20256888
2019/12,312610,에이에프더블류 *,221,전기제품,61,17,17,18,15,15,,783,57,727,727,,51,20,1,-5,14,6,33,28.04,24.49,11.89,9.72,7.79,1392.00,74,21.03,3554,3.56,50,,33.04,20256888
2020/03,312610,에이에프더블류 *,221,전기제품,40,11,11,17,13,13,,796,61,735,735,,51,21,-28,0,12,8,32,27.67,32.60,10.92,8.92,8.35,1408.09,64,16.90,3594,2.50,0,,,20256888
2020/06,312610,에이에프더블류 *,221,전기제품,28,-1,-1,-1,0,0,,796,62,735,735,,51,24,1,5,8,16,43,-4.00,-0.39,6.51,5.99,8.38,1407.87,-1,25.84,3593,3.24,0,,0.00,20256888
2020/09,312610,에이에프더블류 *,221,전기제품,20,-4,-4,-1,-1,-1,,789,56,734,734,,51,15,-3,,4,12,43,-18.19,-3.89,3.77,3.48,7.58,1406.35,-4,49.33,3590,3.64,0,,0.00,20256888
2019/09,015260,에이엔피 ,197,전자장비와기기,285,-14,-14,2,2,2,0,1406,796,610,601,,414,-13,3,-7,3,-17,634,-5.01,0.54,-10.61,-4.46,130.42,54.73,15,N/A,4610,0.52,0,,0.00,13038127
2019/12,015260,에이엔피 ,197,전자장비와기기,243,-21,-21,2,4,6,-2,1345,753,591,584,,414,14,35,-26,2,11,607,-8.73,1.71,-9.67,-4.32,127.42,49.69,43,N/A,4476,0.52,0,,0.00,13038127
2020/03,015260,에이엔피 ,197,전자장비와기기,261,-11,-11,-4,-4,-4,0,1352,769,584,576,8,414,-19,-5,4,3,-22,611,-4.11,-1.40,-4.89,-2.20,131.63,48.80,-28,N/A,4420,0.32,0,,0.00,13038127
2020/06,015260,에이엔피 ,197,전자장비와기기,238,-59,-59,-91,-91,-90,-2,1244,753,491,485,6,414,40,-7,-17,13,27,596,-24.86,-38.46,-15.82,-6.71,153.21,27.10,-689,N/A,3722,0.37,0,,0.00,13038127
2020/09,015260,에이엔피 ,197,전자장비와기기,185,-28,-28,-4,-4,-4,0,1288,796,492,486,6,414,-10,-8,19,8,-18,616,-15.00,-2.20,-16.89,-7.05,161.83,26.15,-30,N/A,3727,0.30,0,,0.00,13038127
2019/09,102210,에이치디 *,215,조선,88,-16,-16,-15,-14,-14,,1929,707,1222,1222,,74,-22,-309,-42,5,-27,532,-18.40,-16.39,-4.87,-2.88,57.84,1618.13,-20,N/A,1715,0.64,0,,0.00,73696405
2019/12,102210,에이치디 *,215,조선,16,13,13,-22,-103,-103,,1468,350,1118,1118,,74,-3,255,-242,-5,1,273,78.19,-640.79,-11.32,-7.38,31.35,1476.92,-140,N/A,1569,0.70,0,,0.00,73696405
2020/03,102210,에이치디 *,215,조선,104,2,2,3,3,3,,1377,257,1121,1121,,74,46,109,-131,,46,142,1.68,3.02,-11.35,-8.08,22.89,1481.18,4,N/A,1573,0.70,0,,0.00,73696405
2020/06,102210,에이치디 *,215,조선,94,0,0,-115,-142,-142,,1391,412,979,979,,74,-3,-104,132,,-3,275,-0.23,-150.66,-23.12,-16.48,42.05,1288.64,-193,N/A,1374,0.80,0,,0.00,73696405
2020/09,102210,에이치디 *,215,조선,69,-5,-5,-3,-3,-3,,1246,269,976,976,,74,2,116,-133,0,2,141,-7.29,-4.10,-22.26,-16.85,27.60,1284.79,-4,N/A,1370,0.80,0,,0.00,73696405
2019/09,072990,에이치시티 *,197,전자장비와기기,116,20,20,20,17,17,0,769,279,491,490,,34,10,-23,-2,16,-5,168,17.45,14.36,13.96,8.96,56.76,1323.39,237,10.66,7016,1.41,0,0.00,0.00,6995611
2019/12,072990,에이치시티 *,197,전자장비와기기,139,14,14,12,12,12,0,755,257,498,497,,34,26,-34,-9,37,-11,176,9.83,8.41,12.94,8.31,51.68,1360.08,171,11.28,7158,1.39,29,,17.06,6995611
2020/03,072990,에이치시티 *,197,전자장비와기기,125,22,22,22,18,18,0,758,247,510,510,0,35,21,-28,0,,21,184,17.37,14.23,13.35,8.77,48.46,1393.36,254,8.84,7429,1.11,0,,0.00,6995611
2020/06,072990,에이치시티 *,197,전자장비와기기,132,27,27,26,25,25,0,824,302,522,522,0,35,43,-98,9,73,-30,205,20.66,19.30,14.44,9.05,57.77,1439.34,364,10.22,7630,1.38,0,,0.00,6995611
2020/09,072990,에이치시티 *,197,전자장비와기기,138,32,32,32,28,27,0,827,279,548,547,1,35,63,-26,-26,30,32,180,23.41,19.91,15.93,10.33,50.97,1517.77,392,9.93,8006,1.47,0,,0.00,6995611
2019/09,176440,에이치엔티 *,207,핸드셋,785,14,14,16,19,19,,1357,790,567,567,,86,1,-330,255,182,-181,339,1.79,2.43,,,139.50,574.77,24,,677,3.94,0,0.00,0.00,85739345
2019/12,176440,에이치엔티 *,207,핸드셋,553,-25,-25,-45,34,36,-2,1192,598,594,596,,86,50,-150,-20,-37,87,372,-4.48,6.15,,,100.66,618.64,42,,712,3.05,,,0.00,85739345
2020/03,176440,에이치엔티 *,207,핸드셋,302,-27,-27,-18,-18,-10,-8,993,415,578,587,-9,86,96,-7,-57,2,95,318,-8.92,-5.93,,,71.71,607.93,-11,,702,2.74,,,0.00,85739345
2020/06,176440,에이치엔티 *,207,핸드셋,90,-40,-40,-49,-49,-56,7,767,240,527,530,-3,86,-26,97,-134,2,-28,184,-44.41,-54.62,,,45.61,539.07,-66,N/A,633,3.03,,,0.00,85739345
2020/09,176440,에이치엔티 *,207,핸드셋,187,-25,-25,-50,-50,-50,1,714,237,476,478,-2,86,-11,33,-25,,-11,157,-13.54,-26.66,-15.42,-8.01,49.79,479.89,-59,N/A,572,3.36,,,0.00,85739345
2019/09,028300,에이치엘비 *,215,조선,91,-133,-133,155,155,204,-49,3302,1450,1852,1386,,196,-73,50,7,7,-80,1007,-145.16,169.84,-31.39,-21.03,78.29,656.86,458,N/A,3122,17.15,0,0.00,0.00,44291024
2019/12,028300,에이치엘비 *,215,조선,126,-141,-141,130,130,161,-31,3626,1734,1892,1849,,214,-197,-96,170,3,-201,886,-111.59,103.48,-24.65,-17.88,91.61,1770.59,345,N/A,3840,26.52,0,0.00,0.00,48242547
2020/03,028300,에이치엘비 *,215,조선,120,-62,-62,-136,-136,-136,,3568,1598,1969,1923,46,216,-110,-81,-6,1,-111,696,-51.83,-113.44,-25.72,-17.68,81.17,1778.54,-281,N/A,3948,20.21,0,,0.00,48803372
2020/06,028300,에이치엘비 *,215,조선,100,-95,-95,-478,-478,-478,,6940,1408,5532,4918,614,263,-121,-1799,3221,3,-124,478,-95.45,-478.64,-8.23,-6.64,25.46,2589.52,-960,N/A,9364,9.89,0,,0.00,52646095
2020/09,028300,에이치엘비 *,215,조선,114,-199,-199,-184,-154,39,-194,6574,1434,5140,4761,379,263,-156,779,-258,4,-160,479,-175.01,-135.62,-13.47,-12.93,27.90,2605.32,75,N/A,9064,11.44,0,,0.00,52654740
2019/09,067630,에이치엘비생명과학 *,35,제약,294,-45,-45,-122,-122,-121,-1,3546,657,2889,2874,,239,-204,135,-504,5,-209,87,-15.31,-41.62,-15.23,-9.80,22.76,1141.19,-259,N/A,6136,1.55,0,,0.00,46842283
2019/12,067630,에이치엘비생명과학 *,35,제약,299,35,35,168,162,160,2,4049,705,3344,3338,,240,93,190,-52,37,55,120,11.54,54.06,-2.75,-1.91,21.08,1207.36,339,N/A,7094,3.91,0,,0.00,47057453
2020/03,067630,에이치엘비생명과학 *,35,제약,318,-27,-27,-255,-255,-254,-1,3795,706,3090,3084,5,240,21,-142,-8,84,-63,109,-8.41,-80.03,-8.77,-6.86,22.84,1101.29,-539,N/A,6553,3.11,0,,0.00,47070453
2020/06,067630,에이치엘비생명과학 *,35,제약,213,-16,-16,15,15,15,0,3751,636,3116,3110,6,240,-2,-26,32,16,-18,146,-7.58,7.18,-6.57,-4.94,20.40,1111.95,32,N/A,6607,2.82,0,,0.00,47070453
2020/09,067630,에이치엘비생명과학 *,35,제약,193,-19,-19,118,118,117,0,3650,417,3233,3227,6,240,-93,-20,-40,9,-102,113,-9.70,60.82,1.25,1.12,12.88,1160.82,249,384.25,6856,4.54,0,,0.00,47070453
2019/09,047920,에이치엘비제약 *,35,제약,86,10,10,8,9,9,,365,181,184,184,,69,-1,15,-1,4,-5,63,11.10,10.72,,,98.37,146.45,66,N/A,1328,3.32,0,,0.00,13848373
2019/12,047920,에이치엘비제약 *,35,제약,99,2,2,-13,-8,-8,,458,279,179,179,,69,12,-101,94,5,8,132,2.28,-8.26,2.71,1.15,156.08,139.37,-59,159.09,1293,4.20,0,,0.00,13848373
2020/03,047920,에이치엘비제약 *,35,제약,92,1,1,1,1,1,,470,295,175,175,,69,-5,33,-2,12,-17,170,1.14,1.31,6.75,2.93,168.77,133.24,9,55.31,1262,3.58,0,,0.00,13848373
2020/06,047920,에이치엘비제약 *,35,제약,96,3,3,2,3,3,,388,200,187,187,,70,-10,64,-74,-2,-8,87,2.91,2.78,2.74,1.31,106.89,147.91,19,152.89,1334,4.03,0,,0.00,14042872
2020/09,047920,에이치엘비제약 *,35,제약,107,6,6,-89,-89,-89,,653,368,286,286,,91,0,-9,271,9,-9,169,5.26,-83.24,-39.75,-18.33,128.75,199.47,-595,N/A,1567,11.17,0,,0.00,18227383
2019/09,043220,에이치엘비파워 *,138,기계,103,7,7,4,4,4,,627,406,220,220,,310,-8,1,-16,0,-8,333,7.12,3.73,-23.40,-8.47,184.37,18.61,6,N/A,355,2.91,0,,0.00,62010421
2019/12,043220,에이치엘비파워 *,138,기계,97,3,3,-8,-9,-9,,634,288,347,347,,408,44,8,-11,1,44,193,3.12,-9.36,4.36,1.90,83.01,19.13,-12,95.74,425,3.98,,,0.00,81588797
2020/03,043220,에이치엘비파워 *,138,기계,94,12,12,13,13,13,,623,206,417,417,,456,7,-5,-5,0,6,133,12.31,13.55,5.81,2.75,49.44,20.94,14,46.77,458,2.54,,,0.00,91115377
2020/06,043220,에이치엘비파워 *,138,기계,97,11,11,6,6,6,,625,204,422,422,,456,17,-3,-6,0,16,141,11.38,6.15,4.25,2.09,48.28,23.07,7,76.92,463,2.84,,,0.00,91115377
2020/09,043220,에이치엘비파워 *,138,기계,81,4,4,1,0,0,,617,194,423,423,,456,26,5,-8,0,25,134,5.15,0.06,3.01,1.56,45.99,23.28,0,131.88,464,3.19,,,0.00,91115377
2019/09,239610,에이치엘사이언스 *,35,제약,335,59,59,62,49,49,,896,125,770,770,,26,20,-18,0,20,0,1,17.47,14.58,26.97,23.55,16.27,2974.41,906,18.94,14510,4.69,0,,0.00,5392115
2019/12,239610,에이치엘사이언스 *,35,제약,328,50,50,53,42,42,,944,132,812,812,,26,65,-25,0,22,43,1,15.10,12.68,27.38,23.81,16.27,3136.38,772,14.25,15294,3.58,381,0.73,48.61,5392115
2020/03,239610,에이치엘사이언스 *,35,제약,356,62,62,66,52,52,,1004,164,840,840,,26,42,-56,-3,5,36,1,17.57,14.61,27.13,22.70,19.55,3259.65,963,11.92,15844,2.98,0,,0.00,5392115
2020/06,239610,에이치엘사이언스 *,35,제약,380,50,50,54,43,43,,993,136,857,857,,26,15,-4,-45,-5,20,1,13.20,11.33,23.50,19.80,15.91,3427.12,799,15.17,16325,3.35,0,,0.00,5392115
2020/09,239610,에이치엘사이언스 *,35,제약,381,65,65,68,54,54,,1039,128,911,911,,26,67,-3,0,2,65,1,17.15,14.16,22.66,19.69,14.07,3636.74,1000,12.70,17352,2.71,0,,0.00,5392115
,353070,에이치엠씨제4호스팩 *,109,창업투자,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019/12,353070,에이치엠씨제4호스팩 *,109,창업투자,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/03,353070,에이치엠씨제4호스팩 *,109,창업투자,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,310000
2020/06,353070,에이치엠씨제4호스팩 *,109,창업투자,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310000
2020/09,353070,에이치엠씨제4호스팩 *,109,창업투자,0,0,0,0,0,0,0,96,14,82,82,,4,0,0,0,,,14,,,,,16.81,1813.95,0,,1914,1.04,,,0.00,4310000
,353060,에이치엠씨제5호스팩 *,109,창업투자,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,353060,에이치엠씨제5호스팩 *,109,창업투자,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019/12,353060,에이치엠씨제5호스팩 *,109,창업투자,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/03,353060,에이치엠씨제5호스팩 *,109,창업투자,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,115000
2020/06,353060,에이치엠씨제5호스팩 *,109,창업투자,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,115000
2019/09,044780,에이치케이 *,138,기계,118,-3,-3,-3,-3,-3,,834,345,488,488,,93,4,5,-12,0,4,277,-2.37,-2.53,2.14,1.23,70.68,423.05,-16,28.63,2639,0.61,,,0.00,18505787
2019/12,044780,에이치케이 *,138,기계,173,3,3,0,1,1,,814,325,489,489,,93,20,-22,-10,9,11,263,1.78,0.41,1.71,1.00,66.54,423.81,4,32.18,2642,0.55,,,0.00,18505787
2020/03,044780,에이치케이 *,138,기계,104,-4,-4,-1,-2,-2,,829,343,486,486,,93,28,13,1,0,28,267,-4.09,-1.65,0.53,0.30,70.59,420.09,-9,72.63,2654,0.38,,,0.00,18505787
2020/06,044780,에이치케이 *,138,기계,133,-1,-1,0,2,2,,830,342,488,488,,93,26,-37,-2,0,26,265,-0.96,1.47,-0.42,-0.24,70.11,422.19,11,N/A,2663,0.47,,,0.00,18505787
2020/09,044780,에이치케이 *,138,기계,135,8,8,7,5,5,,841,348,493,493,,93,12,25,2,0,12,267,5.75,3.80,1.23,0.72,70.75,427.72,28,40.80,2690,0.50,,,0.00,18505787
2019/09,071670,에이테크솔루션 *,138,기계,557,5,5,7,6,6,0,1854,1148,706,699,,50,-42,0,38,10,-51,519,0.88,1.16,3.23,1.27,162.61,1295.03,63,35.82,7057,1.12,,,0.00,10000000
2019/12,071670,에이테크솔루션 *,138,기계,634,13,13,6,2,1,0,1890,1181,708,701,,50,21,-42,15,45,-24,544,2.00,0.25,2.08,0.85,166.82,1299.99,12,51.35,7078,1.04,,,0.00,10000000
2020/03,071670,에이테크솔루션 *,138,기계,640,8,8,7,7,6,0,1846,1136,710,702,8,50,-9,-27,44,27,-37,590,1.32,1.05,2.64,1.04,160.15,1312.70,63,27.65,7142,0.71,,,0.00,10000000
2020/06,071670,에이테크솔루션 *,138,기계,568,8,8,4,3,3,0,1702,987,715,707,8,50,69,-30,-48,31,38,544,1.42,0.56,2.45,1.01,137.98,1319.26,33,45.69,7196,1.09,,,0.00,10000000
2020/09,071670,에이테크솔루션 *,138,기계,570,13,13,10,8,7,1,1709,989,720,712,8,50,61,-7,-49,30,31,489,2.21,1.37,2.55,1.08,137.40,1333.71,72,53.62,7244,1.33,,,0.00,10000000
2019/09,045660,에이텍 *,203,컴퓨터와주변기기,186,6,6,11,9,9,,957,207,750,750,,41,-57,-22,-2,0,-57,17,3.36,4.60,6.42,5.19,27.58,2238.15,104,15.04,9229,0.93,0,,0.00,8260000
2019/12,045660,에이텍 *,203,컴퓨터와주변기기,283,-3,-3,5,5,5,,912,157,755,755,,41,40,-50,-7,1,39,10,-1.16,1.72,8.83,7.23,20.83,2249.91,59,11.83,9288,0.99,100,,167.50,8260000
2020/03,045660,에이텍 *,203,컴퓨터와주변기기,302,26,26,37,31,31,,1039,262,776,776,,41,56,-11,-3,11,46,18,8.69,10.20,9.38,7.17,33.82,2304.70,372,9.74,9579,0.86,0,,0.00,8260000
2020/06,045660,에이텍 *,203,컴퓨터와주변기기,355,31,31,45,35,35,,1056,245,811,811,,41,64,40,-2,-2,66,13,8.75,9.97,10.24,8.09,30.20,2390.33,428,14.23,10015,1.37,0,,0.00,8260000
2020/09,045660,에이텍 *,203,컴퓨터와주변기기,113,10,10,11,9,9,,1017,196,820,820,,41,-54,28,-5,0,-54,9,8.56,7.85,10.17,8.09,23.93,2411.82,107,34.24,10124,3.27,0,,0.00,8260000
2019/09,224110,에이텍티앤 *,203,컴퓨터와주변기기,263,-4,-4,-2,0,1,-1,1117,297,820,480,,27,-24,-28,4,5,-29,90,-1.47,0.05,2.40,1.90,36.25,1640.79,16,40.47,9087,0.89,0,,0.00,5340000
2019/12,224110,에이텍티앤 *,203,컴퓨터와주변기기,418,14,14,14,15,12,4,1280,447,833,489,,27,154,-55,28,5,149,129,3.36,3.62,5.28,4.34,53.72,1684.23,217,18.90,9268,0.97,0,,0.00,5340000
2020/03,224110,에이텍티앤 *,203,컴퓨터와주변기기,249,7,7,12,9,4,5,1222,380,842,492,349,27,-90,-7,-14,3,-92,116,2.82,3.78,4.75,3.64,45.20,1699.07,74,16.44,9359,0.75,0,,0.00,5340000
2020/06,224110,에이텍티앤 *,203,컴퓨터와주변기기,322,16,16,18,15,9,6,1239,383,856,501,355,27,-2,19,-4,2,-4,115,4.84,4.56,5.17,3.30,44.76,1732.54,167,20.84,9529,1.04,0,,0.00,5340000
2020/09,224110,에이텍티앤 *,203,컴퓨터와주변기기,318,-7,-7,-8,-6,0,-6,1159,309,850,502,349,27,26,56,-39,2,24,76,-2.20,-1.85,5.04,2.93,36.30,1733.48,5,45.96,9533,2.23,0,,0.00,5340000
2019/09,230980,에이트원 *,216,우주항공과국방,94,6,6,5,4,4,0,607,400,206,190,,13,-18,-35,60,41,-59,146,6.50,4.10,-16.50,-5.36,194.07,1357.67,34,N/A,1505,2.22,0,,0.00,12625406
2019/12,230980,에이트원 *,216,우주항공과국방,-120,8,8,-71,-96,-95,-1,335,226,109,108,,13,-16,-59,80,6,-22,66,-6.92,80.11,-71.91,-25.04,207.37,674.07,-750,N/A,841,6.94,0,,0.00,12891440
2020/03,230980,에이트원 *,216,우주항공과국방,11,-3,-3,-2,-2,-2,0,345,242,103,103,1,13,-18,2,0,0,-18,69,-23.33,-13.89,-70.04,-24.41,234.29,673.61,-12,N/A,797,5.82,0,,0.00,12891440
2020/06,230980,에이트원 *,216,우주항공과국방,17,-2,-2,54,54,54,0,506,217,290,289,1,15,29,-36,133,5,24,72,-10.24,309.13,-16.44,-7.48,74.78,1690.37,385,N/A,1934,1.64,0,,0.00,14936172
2020/09,230980,에이트원 *,216,우주항공과국방,19,0,0,-50,-50,-50,0,367,145,222,221,1,15,-27,-9,-106,9,-36,52,2.49,-260.05,-45.49,-19.39,65.43,1353.53,-337,N/A,1474,3.02,0,,0.00,15025750
2019/09,021080,에이티넘인베스트 *,109,창업투자,24,-1,-1,0,0,0,0,796,33,764,764,,240,32,0,0,0,,0,-5.93,1.97,2.12,2.03,4.28,218.20,1,53.21,1591,1.13,0,,0.00,48000000
2019/12,021080,에이티넘인베스트 *,109,창업투자,96,46,46,42,33,33,0,841,44,797,797,,240,-34,-5,0,5,,0,47.75,34.75,8.70,8.30,5.54,232.15,70,13.80,1661,1.17,50,,71.67,48000000
2020/03,021080,에이티넘인베스트 *,109,창업투자,24,-12,-12,-11,-10,-10,0,813,50,763,763,,240,-27,-1,0,1,,0,-49.95,-40.90,5.65,5.33,6.54,218.08,-20,15.66,1590,0.87,0,,0.00,48000000
2020/06,021080,에이티넘인베스트 *,109,창업투자,48,42,42,44,35,35,0,828,30,798,798,,240,163,-1,-24,0,,0,86.55,71.74,7.56,7.29,3.76,232.58,72,12.65,1663,0.94,0,,0.00,48000000
2020/09,021080,에이티넘인베스트 *,109,창업투자,64,45,45,46,35,35,0,870,37,833,833,,240,12,-1,0,,,0,70.39,55.02,11.76,11.27,4.42,247.33,74,10.35,1737,1.17,0,,0.00,48000000
2019/09,089530,에이티세미콘 *,202,반도체와반도체장비,349,23,23,16,16,17,-1,1489,1099,390,377,,356,0,-83,121,84,-84,827,6.66,4.66,-4.38,-1.35,281.62,-3.78,24,N/A,530,1.03,0,,0.00,71142450
2019/12,089530,에이티세미콘 *,202,반도체와반도체장비,398,35,35,-61,-75,-79,3,1525,1142,383,367,,413,50,-128,23,132,-82,798,8.83,-18.92,-24.24,-6.85,297.95,-19.67,-109,N/A,444,1.60,0,,0.00,82574192
2020/03,089530,에이티세미콘 *,202,반도체와반도체장비,324,-31,-31,-43,-44,-42,-2,1704,1361,344,329,15,416,33,-146,126,120,-87,928,-9.61,-13.49,-33.32,-8.35,396.07,-29.33,-50,N/A,396,1.26,0,,0.00,83126678
2020/06,089530,에이티세미콘 *,202,반도체와반도체장비,330,-1,-1,54,54,51,2,1679,1252,427,409,17,443,31,-93,22,72,-40,926,-0.39,16.32,-13.45,-3.17,293.55,-15.59,60,N/A,462,1.07,0,,0.00,88515812
2020/09,089530,에이티세미콘 *,202,반도체와반도체장비,319,-38,-38,-57,-58,-57,-1,1723,1311,412,396,16,487,68,-80,26,70,-2,926,-12.06,-18.27,-32.55,-7.67,317.88,-25.97,-63,N/A,407,1.89,0,,0.00,97315812
2019/09,200470,에이팩트 *,202,반도체와반도체장비,116,22,22,17,15,15,,1296,682,615,615,,88,10,-131,54,131,-121,626,18.82,12.61,15.46,7.62,110.88,600.48,83,11.36,3502,1.63,,,0.00,17553680
2019/12,200470,에이팩트 *,202,반도체와반도체장비,122,17,17,-21,-7,-7,,1274,667,607,607,,88,73,-58,-26,57,16,601,13.94,-6.00,7.14,3.34,109.84,591.78,-42,26.15,3459,1.80,,,,17553680
2020/03,200470,에이팩트 *,202,반도체와반도체장비,128,19,19,14,13,13,,1262,642,620,620,,88,47,-15,-26,15,32,578,15.09,10.03,5.90,2.93,103.56,606.38,73,25.24,3532,1.45,,,0.00,17553680
2020/06,200470,에이팩트 *,202,반도체와반도체장비,126,18,18,17,15,15,,1311,675,635,635,,88,57,-90,24,94,-37,603,14.24,12.22,5.74,2.75,106.30,623.90,88,31.18,3620,1.74,,,0.00,17553680
2020/09,200470,에이팩트 *,202,반도체와반도체장비,120,17,17,12,11,11,,1290,643,646,646,,88,51,0,-26,-1,52,582,14.47,8.97,5.03,2.45,99.57,636.21,62,36.40,3681,1.78,,,0.00,17553680
2019/09,073070,에이팸 *,36,자동차부품,107,-29,-29,-78,-67,-66,-1,1586,889,697,696,,88,-3,-243,75,6,-8,759,-27.13,-62.83,-17.36,-9.38,127.50,665.54,-375,N/A,3959,3.40,0,,0.00,17582444
2019/12,073070,에이팸 *,36,자동차부품,126,-21,-21,-450,-458,-456,-2,1196,746,451,452,,100,12,-119,105,50,-37,627,-16.54,-363.78,-92.90,-44.46,165.44,329.56,-2510,N/A,2252,3.79,0,,0.00,20074785
2020/03,073070,에이팸 *,36,자동차부품,60,-35,-35,-84,-85,-85,0,1224,725,499,501,-2,109,28,-98,69,1,27,600,-59.36,-142.29,-99.92,-48.98,145.25,318.92,-408,N/A,2298,1.27,0,,0.00,21795738
2020/06,073070,에이팸 *,36,자동차부품,29,-24,-24,-70,-81,-81,1,1113,578,535,536,-1,126,-21,42,-17,1,-22,471,-80.23,-274.11,-107.87,-52.39,108.12,291.08,-348,N/A,2131,1.15,0,,0.00,25135153
2020/09,073070,에이팸 *,36,자동차부품,49,-31,-31,-38,-39,-39,0,997,478,520,520,0,133,-34,6,-10,-2,-32,373,-63.56,-78.77,-108.70,-51.28,91.92,260.75,-150,N/A,1961,1.04,0,,0.00,26526040
2019/09,262260,에이프로 *,197,전자장비와기기,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,4936999
2019/12,262260,에이프로 *,197,전자장비와기기,,,,,,,,497,285,212,212,,25,,,,,0,55,,,,,134.77,495.56,,,3866,0.00,0,,,4936999
2020/03,262260,에이프로 *,197,전자장비와기기,167,22,22,30,23,23,,579,333,246,246,,25,131,0,20,0,131,76,13.16,13.65,,,135.34,727.06,415,,4495,0.00,0,,,4936999
2020/06,262260,에이프로 *,197,전자장비와기기,245,39,39,36,27,27,,643,366,278,278,,25,-120,-3,-1,1,-121,76,16.05,11.18,,,131.69,850.67,500,,5076,0.00,,,0.00,4936999
2020/09,262260,에이프로 *,197,전자장비와기기,53,-24,-24,-23,-17,-17,0,765,162,603,601,2,34,-37,-185,277,31,-68,4,-44.91,-32.00,,,26.90,1507.29,-253,,8738,4.58,,,0.00,6880626
2019/09,109960,에이프로젠 H&G *,35,제약,53,-4,-4,9,10,10,0,2198,80,2117,2120,,893,-11,81,5,0,-11,12,-7.16,18.11,-5.08,-4.81,3.80,137.54,5,N/A,1188,0.50,,,0.00,178695217
2019/12,109960,에이프로젠 H&G *,35,제약,47,0,0,-12,-13,-13,0,2184,82,2101,2105,,893,1,15,-1,1,0,14,-0.72,-27.74,-3.16,-3.00,3.91,136.12,-7,N/A,1179,0.70,,,0.00,178695217
